customer_id,segment,n_transactions,total_revenue_gbp,avg_order_value_gbp,actual_return_rate,predicted_return_prob,first_order,last_order,stated_order_frequency_12m,active_years,annual_orders,annual_gross_margin_gbp,expected_return_cost_gbp,intervention_spend_gbp,annual_contribution_gbp,clv_gbp,risk_segment,annual_gross_margin_gbp_policy,expected_return_cost_gbp_policy,intervention_spend_gbp_policy,annual_contribution_gbp_policy,clv_gbp_policy,clv_uplift_gbp
5720,First_Time,11,1010.72,91.8836,0.5455,0.3674,2024-06-13,2025-11-03,1,1.5469,7.1111,196.0171,95.7736,0.0,100.2434,195.6291,Medium_Risk,196.0171,95.7736,0.0,100.2434,195.6291,0.0
5721,First_Time,11,1181.87,107.4427,0.4545,0.3933,2024-01-13,2025-10-03,1,1.963,5.6036,180.6184,92.8055,0.0,87.8129,171.3705,Medium_Risk,180.6184,92.8055,0.0,87.8129,171.3705,0.0
5722,Repeat,10,1672.23,167.223,0.3,0.2555,2024-01-22,2025-11-25,18,1.9384,5.1589,258.8059,83.0867,0.0,175.7193,342.9232,Medium_Risk,258.8059,83.0867,0.0,175.7193,342.9232,0.0
5723,Repeat,15,2677.44,178.496,0.2667,0.2972,2024-02-07,2025-12-26,19,1.8946,7.9173,423.9602,157.5935,0.0,266.3668,519.8254,Medium_Risk,423.9602,157.5935,0.0,266.3668,519.8254,0.0
5724,First_Time,9,773.38,85.9311,0.1111,0.4059,2024-01-13,2025-10-03,1,1.963,4.5847,118.1912,64.339,0.0,53.8522,105.0947,High_Risk,118.1912,48.2543,21.7775,48.1595,93.9852,-11.1095
5725,First_Time,10,1049.01,104.901,0.5,0.3529,2024-01-08,2025-11-30,1,1.9767,5.0589,159.204,73.5704,0.0,85.6336,167.1174,Medium_Risk,159.204,73.5704,0.0,85.6336,167.1174,0.0
5726,Repeat,8,813.19,101.6488,0.25,0.2897,2024-05-07,2025-10-07,19,1.6482,4.8538,148.0154,56.3641,0.0,91.6514,178.8613,Medium_Risk,148.0154,56.3641,0.0,91.6514,178.8613,0.0
5727,First_Time,9,1494.43,166.0478,0.2222,0.3622,2024-01-18,2025-09-26,1,1.9493,4.6169,229.989,104.7219,0.0,125.2671,244.4637,Medium_Risk,229.989,104.7219,0.0,125.2671,244.4637,0.0
5728,First_Time,16,1278.56,79.91,0.25,0.4286,2024-01-11,2025-12-13,1,1.9685,8.128,194.8515,113.1014,0.0,81.7501,159.5386,High_Risk,194.8515,84.826,38.6078,71.4177,139.3744,-20.1642
5729,First_Time,12,1661.77,138.4808,0.3333,0.4029,2024-04-06,2025-11-22,1,1.7331,6.9242,287.6595,147.7627,0.0,139.8967,273.0141,High_Risk,287.6595,110.8221,32.8898,143.9476,280.9196,7.9054
5730,Wholesale,11,1053.73,95.7936,0.0909,0.0768,2024-02-25,2025-10-25,44,1.8453,5.9611,171.3093,17.4091,0.0,153.9002,300.3424,Low_Risk,171.3093,17.4091,0.0,153.9002,300.3424,0.0
5731,Repeat,14,1968.69,140.6207,0.2857,0.2366,2024-01-12,2025-12-25,18,1.9658,7.1219,300.4446,90.4975,0.0,209.947,409.7201,Low_Risk,300.4446,90.4975,0.0,209.947,409.7201,0.0
5732,First_Time,5,878.85,175.77,0.4,0.4672,2024-05-21,2025-05-22,1,1.6099,3.1059,163.7755,95.7997,0.0,67.9758,132.6574,High_Risk,163.7755,71.8498,14.7529,77.1728,150.6059,17.9484
5733,Repeat,13,1465.38,112.7215,0.3077,0.2958,2024-01-14,2025-11-30,18,1.9603,6.6316,224.2584,86.2069,0.0,138.0515,269.4131,Medium_Risk,224.2584,86.2069,0.0,138.0515,269.4131,0.0
5734,Repeat,12,1485.2,123.7667,0.3333,0.2819,2024-02-18,2025-11-24,15,1.8645,6.4361,238.9733,86.7486,0.0,152.2246,297.0725,Medium_Risk,238.9733,86.7486,0.0,152.2246,297.0725,0.0
5735,Repeat,8,1074.78,134.3475,0.25,0.2426,2024-08-12,2025-11-30,11,1.3826,5.7861,233.206,72.3223,0.0,160.8836,313.9709,Low_Risk,233.206,72.3223,0.0,160.8836,313.9709,0.0
5736,Repeat,10,833.64,83.364,0.2,0.2231,2024-04-27,2025-09-19,19,1.6756,5.9681,149.2583,44.8482,0.0,104.4102,203.7607,Low_Risk,149.2583,44.8482,0.0,104.4102,203.7607,0.0
5737,Repeat,12,1320.16,110.0133,0.25,0.2711,2024-01-17,2025-11-23,19,1.9521,6.1473,202.8843,71.6599,0.0,131.2244,256.0897,Medium_Risk,202.8843,71.6599,0.0,131.2244,256.0897,0.0
5738,First_Time,8,434.12,54.265,0.5,0.3744,2024-03-21,2025-08-28,1,1.7769,4.5023,73.2954,39.596,0.0,33.6993,65.7656,Medium_Risk,73.2954,39.596,0.0,33.6993,65.7656,0.0
5739,First_Time,11,1867.63,169.7845,0.3636,0.4084,2024-01-12,2025-12-03,1,1.9658,5.5958,285.0217,146.0729,0.0,138.9487,271.1641,High_Risk,285.0217,109.5547,26.5798,148.8872,290.5593,19.3952
5740,Repeat,7,378.52,54.0743,0.7143,0.2745,2024-02-15,2025-07-17,17,1.8727,3.7379,60.6379,24.034,0.0,36.6039,71.4341,Medium_Risk,60.6379,24.034,0.0,36.6039,71.4341,0.0
5741,Repeat,5,426.39,85.278,0.0,0.2307,2024-03-06,2025-07-10,18,1.8179,2.7504,70.364,21.79,0.0,48.574,94.794,Low_Risk,70.364,21.79,0.0,48.574,94.794,0.0
5742,Repeat,4,292.89,73.2225,0.5,0.3173,2024-10-05,2025-12-07,14,1.2348,3.2395,71.1606,30.9682,0.0,40.1924,78.437,Medium_Risk,71.1606,30.9682,0.0,40.1924,78.437,0.0
5743,Repeat,8,898.25,112.2812,0.375,0.2144,2024-05-03,2025-12-09,18,1.6591,4.8218,162.4187,45.2787,0.0,117.1401,228.6035,Low_Risk,162.4187,45.2787,0.0,117.1401,228.6035,0.0
5744,Wholesale,10,1803.03,180.303,0.0,0.0706,2024-02-09,2025-12-26,45,1.8891,5.2935,286.329,25.2538,0.0,261.0752,509.4987,Low_Risk,286.329,25.2538,0.0,261.0752,509.4987,0.0
5745,First_Time,12,1573.43,131.1192,0.5,0.3944,2024-01-07,2025-08-19,1,1.9795,6.0622,238.4628,120.4956,0.0,117.9672,230.2177,Medium_Risk,238.4628,120.4956,0.0,117.9672,230.2177,0.0
5746,Repeat,5,409.88,81.976,0.2,0.312,2024-08-14,2025-12-18,17,1.3771,3.6307,89.2895,37.6015,0.0,51.688,100.8711,Medium_Risk,89.2895,37.6015,0.0,51.688,100.8711,0.0
5747,Repeat,8,1095.12,136.89,0.25,0.2575,2024-01-13,2025-12-25,19,1.963,4.0753,167.3609,54.9917,0.0,112.3692,219.293,Medium_Risk,167.3609,54.9917,0.0,112.3692,219.293,0.0
5748,Wholesale,10,1166.88,116.688,0.1,0.0896,2024-01-07,2025-11-10,37,1.9795,5.0519,176.8477,20.5213,0.0,156.3263,305.0771,Low_Risk,176.8477,20.5213,0.0,156.3263,305.0771,0.0
5749,Wholesale,10,1068.78,106.878,0.0,0.0857,2024-03-09,2025-11-02,49,1.8097,5.5257,177.1733,19.8483,0.0,157.325,307.026,Low_Risk,177.1733,19.8483,0.0,157.325,307.026,0.0
5750,Repeat,10,777.79,77.779,0.3,0.2584,2024-05-07,2025-12-16,19,1.6482,6.0673,141.572,49.7365,0.0,91.8355,179.2206,Medium_Risk,141.572,49.7365,0.0,91.8355,179.2206,0.0
5751,First_Time,9,1779.33,197.7033,0.2222,0.3505,2024-02-06,2025-10-10,1,1.8973,4.7435,281.3421,122.5183,0.0,158.8238,309.9511,Medium_Risk,281.3421,122.5183,0.0,158.8238,309.9511,0.0
5752,Repeat,5,334.32,66.864,0.4,0.3218,2024-05-05,2025-10-09,15,1.6537,3.0236,60.6509,27.1481,0.0,33.5027,65.3819,Medium_Risk,60.6509,27.1481,0.0,33.5027,65.3819,0.0
5753,First_Time,8,1339.71,167.4638,0.25,0.337,2024-05-01,2025-10-09,1,1.6646,4.8059,241.4453,102.2304,0.0,139.2149,271.6834,Medium_Risk,241.4453,102.2304,0.0,139.2149,271.6834,0.0
5754,Repeat,10,694.55,69.455,0.2,0.2326,2024-02-05,2025-12-16,17,1.9001,5.263,109.6618,35.2622,0.0,74.3996,145.1938,Low_Risk,109.6618,35.2622,0.0,74.3996,145.1938,0.0
5755,Wholesale,8,864.48,108.06,0.25,0.0621,2024-02-04,2025-12-18,47,1.9028,4.2043,136.2955,11.0407,0.0,125.2549,244.4399,Low_Risk,136.2955,11.0407,0.0,125.2549,244.4399,0.0
5756,First_Time,10,1011.1,101.11,0.5,0.3956,2024-01-31,2025-10-17,1,1.9138,5.2253,158.4997,82.4513,0.0,76.0484,148.4115,Medium_Risk,158.4997,82.4513,0.0,76.0484,148.4115,0.0
5757,Repeat,9,1517.86,168.6511,0.2222,0.2606,2024-01-10,2025-07-15,19,1.9713,4.5656,230.9993,75.5946,0.0,155.4047,303.2785,Medium_Risk,230.9993,75.5946,0.0,155.4047,303.2785,0.0
5758,Repeat,13,2052.54,157.8877,0.3077,0.2616,2024-03-27,2025-11-24,17,1.7604,7.3845,349.7777,115.4244,0.0,234.3533,457.3498,Medium_Risk,349.7777,115.4244,0.0,234.3533,457.3498,0.0
5759,Repeat,14,2488.15,177.725,0.1429,0.247,2024-02-13,2025-10-14,19,1.8782,7.4541,397.433,122.7954,0.0,274.6376,535.9662,Low_Risk,397.433,122.7954,0.0,274.6376,535.9662,0.0
5760,First_Time,9,994.57,110.5078,0.2222,0.3635,2024-01-10,2025-12-07,1,1.9713,4.5656,151.3611,71.6675,0.0,79.6936,155.5253,Medium_Risk,151.3611,71.6675,0.0,79.6936,155.5253,0.0
5761,Repeat,13,2039.5,156.8846,0.3077,0.2221,2024-01-23,2025-12-08,19,1.9357,6.7161,316.0937,88.6334,0.0,227.4603,443.8979,Low_Risk,316.0937,88.6334,0.0,227.4603,443.8979,0.0
5762,Wholesale,13,1849.94,142.3031,0.2308,0.0747,2024-01-21,2025-11-12,49,1.9411,6.6971,285.9057,27.1703,0.0,258.7354,504.9326,Low_Risk,285.9057,27.1703,0.0,258.7354,504.9326,0.0
5763,Wholesale,11,918.5,83.5,0.0,0.0528,2024-02-19,2025-12-10,49,1.8617,5.9085,148.0068,10.5138,0.0,137.493,268.3231,Low_Risk,148.0068,10.5138,0.0,137.493,268.3231,0.0
5764,First_Time,9,1146.14,127.3489,0.2222,0.3289,2024-02-25,2025-11-17,1,1.8453,4.8772,186.3328,78.7066,0.0,107.6262,210.0368,Medium_Risk,186.3328,78.7066,0.0,107.6262,210.0368,0.0
5765,Repeat,16,1671.55,104.4719,0.1875,0.2552,2024-02-12,2025-11-30,19,1.8809,8.5066,266.6086,89.1322,0.0,177.4763,346.3522,Medium_Risk,266.6086,89.1322,0.0,177.4763,346.3522,0.0
5766,Repeat,12,1317.92,109.8267,0.1667,0.2639,2024-04-05,2025-12-21,18,1.7358,6.9132,227.7777,78.3528,0.0,149.4249,291.6088,Medium_Risk,227.7777,78.3528,0.0,149.4249,291.6088,0.0
5767,First_Time,12,1242.49,103.5408,0.3333,0.3611,2024-02-01,2025-11-23,1,1.911,6.2794,195.0513,92.3642,0.0,102.6871,200.398,Medium_Risk,195.0513,92.3642,0.0,102.6871,200.398,0.0
5768,First_Time,4,323.49,80.8725,0.75,0.4526,2024-03-12,2025-06-16,1,1.8015,2.2204,53.8699,32.9638,0.0,20.9061,40.7991,High_Risk,53.8699,24.7229,10.5467,18.6003,36.2993,-4.4998
5769,First_Time,13,1634.2,125.7077,0.6154,0.3738,2024-01-15,2025-09-30,1,1.9576,6.6409,250.444,120.4028,0.0,130.0412,253.7805,Medium_Risk,250.444,120.4028,0.0,130.0412,253.7805,0.0
5770,Wholesale,9,1048.23,116.47,0.3333,0.0674,2024-03-15,2025-11-07,48,1.7933,5.0187,175.3585,15.309,0.0,160.0495,312.343,Low_Risk,175.3585,15.309,0.0,160.0495,312.343,0.0
5771,Repeat,16,1588.58,99.2862,0.25,0.2315,2024-01-03,2025-10-04,19,1.9904,8.0385,239.4342,73.0307,0.0,166.4035,324.7431,Low_Risk,239.4342,73.0307,0.0,166.4035,324.7431,0.0
5772,Repeat,10,1262.27,126.227,0.1,0.2243,2024-02-20,2025-12-22,9,1.859,5.3792,203.7014,58.7285,0.0,144.9728,282.9203,Low_Risk,203.7014,58.7285,0.0,144.9728,282.9203,0.0
5773,First_Time,6,527.72,87.9533,0.3333,0.3327,2024-03-27,2025-03-11,1,1.7604,3.4082,89.9299,40.0032,0.0,49.9267,97.434,Medium_Risk,89.9299,40.0032,0.0,49.9267,97.434,0.0
5774,Repeat,7,605.71,86.53,0.8571,0.2208,2024-05-29,2025-08-11,14,1.588,4.4082,114.4322,33.8651,0.0,80.5671,157.2299,Low_Risk,114.4322,33.8651,0.0,80.5671,157.2299,0.0
5775,First_Time,8,649.0,81.125,0.25,0.3248,2024-01-08,2025-11-28,1,1.9767,4.0471,98.4961,43.242,0.0,55.2541,107.8306,Medium_Risk,98.4961,43.242,0.0,55.2541,107.8306,0.0
5776,First_Time,9,1655.42,183.9356,0.5556,0.3378,2024-06-06,2025-07-02,1,1.5661,5.7469,317.12,133.7054,0.0,183.4146,357.9409,Medium_Risk,317.12,133.7054,0.0,183.4146,357.9409,0.0
5777,Repeat,10,2079.45,207.945,0.2,0.2614,2024-01-10,2025-12-13,15,1.9713,5.0729,316.4663,102.4634,0.0,214.0029,417.6353,Medium_Risk,316.4663,102.4634,0.0,214.0029,417.6353,0.0
5778,First_Time,13,1953.71,150.2854,0.4615,0.3967,2024-01-12,2025-10-26,1,1.9658,6.6132,298.1585,149.8103,0.0,148.3481,289.5073,Medium_Risk,298.1585,149.8103,0.0,148.3481,289.5073,0.0
5779,Repeat,8,1188.96,148.62,0.125,0.2592,2024-02-25,2025-11-10,16,1.8453,4.3353,193.2942,63.5004,0.0,129.7938,253.2979,Medium_Risk,193.2942,63.5004,0.0,129.7938,253.2979,0.0
5780,First_Time,10,1252.5,125.25,0.5,0.4038,2024-03-23,2025-11-23,1,1.7714,5.6453,212.1216,110.1769,0.0,101.9447,198.9492,High_Risk,212.1216,82.6327,26.8151,102.6738,200.3721,1.4229
5781,Repeat,7,925.17,132.1671,0.5714,0.288,2024-07-28,2025-12-21,17,1.4237,4.9168,194.9529,71.8715,0.0,123.0814,240.1982,Medium_Risk,194.9529,71.8715,0.0,123.0814,240.1982,0.0
5782,Repeat,13,1648.07,126.7746,0.2308,0.3044,2024-06-30,2025-12-27,19,1.5003,8.6647,329.5388,128.914,0.0,200.6248,391.5273,Medium_Risk,329.5388,128.914,0.0,200.6248,391.5273,0.0
5783,Repeat,14,1154.82,82.4871,0.3571,0.2605,2024-01-26,2025-12-19,17,1.9274,7.2635,179.7435,63.144,0.0,116.5995,227.5485,Medium_Risk,179.7435,63.144,0.0,116.5995,227.5485,0.0
5784,First_Time,13,2485.95,191.2269,0.1538,0.3816,2024-01-15,2025-12-09,1,1.9576,6.6409,380.9762,181.016,0.0,199.9602,390.2304,Medium_Risk,380.9762,181.016,0.0,199.9602,390.2304,0.0
5785,First_Time,12,1642.97,136.9142,0.0833,0.4212,2024-01-07,2025-12-17,1,1.9795,6.0622,249.002,133.8459,0.0,115.1561,224.7318,High_Risk,249.002,100.3844,28.7956,119.8219,233.8373,9.1056
5786,Wholesale,13,1788.92,137.6092,0.1538,0.1012,2024-01-18,2025-10-28,49,1.9493,6.6689,275.3103,35.5364,0.0,239.7738,467.9283,Low_Risk,275.3103,35.5364,0.0,239.7738,467.9283,0.0
5787,First_Time,5,390.74,78.148,0.6,0.3711,2024-02-06,2025-11-16,1,1.8973,2.6353,61.7826,31.1457,0.0,30.6369,59.7891,Medium_Risk,61.7826,31.1457,0.0,30.6369,59.7891,0.0
5788,Repeat,10,1295.22,129.522,0.2,0.2352,2024-04-20,2025-10-03,15,1.6947,5.9006,229.279,69.1467,0.0,160.1324,312.5047,Low_Risk,229.279,69.1467,0.0,160.1324,312.5047,0.0
5789,Wholesale,11,1633.86,148.5327,0.0,0.0618,2024-02-23,2025-11-13,47,1.8508,5.9434,264.8376,20.7627,0.0,244.0749,476.3219,Low_Risk,264.8376,20.7627,0.0,244.0749,476.3219,0.0
5790,First_Time,14,1299.12,92.7943,0.5714,0.3848,2024-02-27,2025-10-30,1,1.8398,7.6094,211.832,108.2698,0.0,103.5622,202.1058,Medium_Risk,211.832,108.2698,0.0,103.5622,202.1058,0.0
5791,First_Time,11,1255.9,114.1727,0.3636,0.3572,2024-02-03,2025-04-09,1,1.9055,5.7726,197.723,91.6775,0.0,106.0456,206.9522,Medium_Risk,197.723,91.6775,0.0,106.0456,206.9522,0.0
5792,Repeat,11,1104.12,100.3745,0.2727,0.2602,2024-04-15,2025-11-08,18,1.7084,6.4387,193.8845,66.3838,0.0,127.5007,248.8228,Medium_Risk,193.8845,66.3838,0.0,127.5007,248.8228,0.0
5793,Wholesale,8,1109.99,138.7488,0.0,0.0813,2024-01-24,2025-04-07,49,1.9329,4.1388,172.2764,17.8437,0.0,154.4328,301.3818,Low_Risk,172.2764,17.8437,0.0,154.4328,301.3818,0.0
5794,Wholesale,9,815.43,90.6033,0.0,0.0787,2024-01-26,2025-12-02,42,1.9274,4.6694,126.9187,13.313,0.0,113.6057,221.7061,Low_Risk,126.9187,13.313,0.0,113.6057,221.7061,0.0
5795,Repeat,6,848.5,141.4167,0.0,0.3437,2024-01-03,2025-09-09,18,1.9904,3.0144,127.8877,55.9481,0.0,71.9397,140.3932,Medium_Risk,127.8877,55.9481,0.0,71.9397,140.3932,0.0
5796,Repeat,16,2393.82,149.6137,0.125,0.2695,2024-04-24,2025-12-17,18,1.6838,9.5024,426.5087,145.6327,0.0,280.8759,548.1406,Medium_Risk,426.5087,145.6327,0.0,280.8759,548.1406,0.0
5797,First_Time,6,587.24,97.8733,0.5,0.4464,2024-01-02,2025-11-29,1,1.9932,3.0103,88.3885,52.0762,0.0,36.3123,70.8649,High_Risk,88.3885,39.0571,14.2989,35.0324,68.3672,-2.4978
5798,Wholesale,10,566.4,56.64,0.0,0.0785,2024-06-21,2025-12-05,46,1.525,6.5575,111.4242,12.5276,0.0,98.8966,193.0008,Low_Risk,111.4242,12.5276,0.0,98.8966,193.0008,0.0
5799,Wholesale,7,1088.69,155.5271,0.0,0.0769,2024-01-17,2025-10-06,48,1.9521,3.5859,167.3117,16.2489,0.0,151.0627,294.805,Low_Risk,167.3117,16.2489,0.0,151.0627,294.805,0.0
5800,First_Time,10,1080.91,108.091,0.5,0.4153,2024-01-04,2025-11-17,1,1.9877,5.031,163.1415,88.4474,0.0,74.694,145.7684,High_Risk,163.1415,66.3356,23.8972,72.9087,142.2842,-3.4842
5801,First_Time,10,1062.59,106.259,0.3,0.3548,2024-04-09,2025-11-04,1,1.7248,5.7976,184.8148,85.7624,0.0,99.0524,193.3047,Medium_Risk,184.8148,85.7624,0.0,99.0524,193.3047,0.0
5802,First_Time,7,650.37,92.91,0.4286,0.3126,2024-03-13,2025-09-28,1,1.7988,3.8916,108.4692,45.0357,0.0,63.4335,123.793,Medium_Risk,108.4692,45.0357,0.0,63.4335,123.793,0.0
5803,First_Time,12,1597.55,133.1292,0.3333,0.3568,2024-03-06,2025-11-23,1,1.8179,6.6009,263.6318,120.3325,0.0,143.2993,279.6544,Medium_Risk,263.6318,120.3325,0.0,143.2993,279.6544,0.0
5804,Repeat,8,1129.57,141.1962,0.125,0.2494,2024-01-19,2025-10-10,19,1.9466,4.1097,174.0825,55.2611,0.0,118.8213,231.8846,Low_Risk,174.0825,55.2611,0.0,118.8213,231.8846,0.0
5805,First_Time,14,1750.29,125.0207,0.3571,0.3401,2024-02-19,2025-08-12,1,1.8617,7.5199,282.0412,123.4127,0.0,158.6286,309.57,Medium_Risk,282.0412,123.4127,0.0,158.6286,309.57,0.0
5806,First_Time,10,1012.36,101.236,0.2,0.3465,2024-01-25,2025-12-22,1,1.9302,5.1809,157.3466,71.6946,0.0,85.652,167.1533,Medium_Risk,157.3466,71.6946,0.0,85.652,167.1533,0.0
5807,First_Time,8,726.82,90.8525,0.375,0.4206,2024-08-19,2025-07-25,1,1.3634,5.8675,159.9223,89.5714,0.0,70.3509,137.2926,High_Risk,159.9223,67.1785,27.8705,64.8733,126.6028,-10.6898
5808,Wholesale,14,1336.6,95.4714,0.0,0.0643,2024-01-14,2025-12-17,49,1.9603,7.1418,204.5502,17.4216,0.0,187.1287,365.1891,Low_Risk,204.5502,17.4216,0.0,187.1287,365.1891,0.0
5809,Repeat,10,1095.69,109.569,0.2,0.2235,2024-01-02,2025-10-04,19,1.9932,5.0172,164.9179,48.0532,0.0,116.8647,228.0661,Low_Risk,164.9179,48.0532,0.0,116.8647,228.0661,0.0
5810,Repeat,10,1769.25,176.925,0.1,0.261,2024-02-16,2025-09-26,19,1.87,5.3477,283.8442,92.6993,0.0,191.1448,373.0268,Medium_Risk,283.8442,92.6993,0.0,191.1448,373.0268,0.0
5811,First_Time,11,1595.1,145.0091,0.2727,0.3684,2024-02-15,2025-12-20,1,1.8727,5.8739,255.5308,119.5656,0.0,135.9652,265.3416,Medium_Risk,255.5308,119.5656,0.0,135.9652,265.3416,0.0
5812,Wholesale,12,1618.56,134.88,0.1667,0.0712,2024-02-14,2025-12-25,46,1.8754,6.3985,258.9105,23.5427,0.0,235.3679,459.3299,Low_Risk,258.9105,23.5427,0.0,235.3679,459.3299,0.0
5813,Repeat,13,1305.59,100.43,0.3846,0.2519,2024-01-01,2025-12-25,19,1.9959,6.5134,196.2415,65.0502,0.0,131.1912,256.025,Medium_Risk,196.2415,65.0502,0.0,131.1912,256.025,0.0
5814,First_Time,11,1255.94,114.1764,0.3636,0.3829,2024-01-11,2025-10-17,1,1.9685,5.588,191.4042,95.1358,0.0,96.2684,187.8717,Medium_Risk,191.4042,95.1358,0.0,96.2684,187.8717,0.0
5815,First_Time,10,1513.12,151.312,0.4,0.4061,2024-03-15,2025-09-25,1,1.7933,5.5763,253.13,130.1129,0.0,123.017,240.0727,High_Risk,253.13,97.5847,26.4876,129.0577,251.8612,11.7885
5816,First_Time,14,2963.23,211.6593,0.2857,0.41,2024-04-25,2025-12-16,1,1.681,8.3282,528.8207,268.2925,0.0,260.5282,508.4313,High_Risk,528.8207,201.2194,39.5588,288.0425,562.1265,53.6952
5817,First_Time,8,943.23,117.9038,0.625,0.3877,2024-02-11,2025-06-27,1,1.8836,4.2471,150.2245,75.3502,0.0,74.8743,146.1201,Medium_Risk,150.2245,75.3502,0.0,74.8743,146.1201,0.0
5818,Repeat,11,970.83,88.2573,0.1818,0.199,2024-06-26,2025-12-09,19,1.5113,7.2785,192.715,51.2595,0.0,141.4556,276.0562,Low_Risk,192.715,51.2595,0.0,141.4556,276.0562,0.0
5819,Wholesale,9,1243.05,138.1167,0.0,0.0816,2024-02-01,2025-08-05,49,1.911,4.7095,195.1393,20.3131,0.0,174.8262,341.1804,Low_Risk,195.1393,20.3131,0.0,174.8262,341.1804,0.0
5820,Repeat,11,1214.84,110.44,0.1818,0.2892,2024-05-30,2025-11-20,18,1.5852,6.9391,229.9069,86.6113,0.0,143.2956,279.6471,Medium_Risk,229.9069,86.6113,0.0,143.2956,279.6471,0.0
5821,Repeat,11,1261.37,114.67,0.3636,0.2861,2024-01-08,2025-10-03,17,1.9767,5.5648,191.433,71.0596,0.0,120.3734,234.9136,Medium_Risk,191.433,71.0596,0.0,120.3734,234.9136,0.0
5822,Repeat,11,1536.22,139.6564,0.2727,0.265,2024-01-17,2025-12-23,18,1.9521,5.635,236.0888,79.7192,0.0,156.3696,305.1616,Medium_Risk,236.0888,79.7192,0.0,156.3696,305.1616,0.0
5823,Repeat,8,616.07,77.0088,0.375,0.2935,2024-02-25,2025-08-13,18,1.8453,4.3353,100.1571,40.027,0.0,60.1301,117.3463,Medium_Risk,100.1571,40.027,0.0,60.1301,117.3463,0.0
5824,Repeat,10,1321.42,132.142,0.2,0.2807,2024-02-05,2025-09-24,18,1.9001,5.263,208.6377,74.9702,0.0,133.6675,260.8576,Medium_Risk,208.6377,74.9702,0.0,133.6675,260.8576,0.0
5825,First_Time,9,701.32,77.9244,0.5556,0.4927,2024-08-18,2025-10-23,1,1.3662,6.5877,154.0023,103.1248,0.0,50.8775,99.2894,High_Risk,154.0023,77.3436,31.2915,45.3672,88.5359,-10.7535
5826,First_Time,10,1217.35,121.735,0.5,0.2875,2024-01-08,2025-12-24,1,1.9767,5.0589,184.7523,68.5144,0.0,116.2378,226.8428,Medium_Risk,184.7523,68.5144,0.0,116.2378,226.8428,0.0
5827,Repeat,16,1920.72,120.045,0.5,0.2659,2024-01-29,2025-10-27,19,1.9192,8.3367,300.2324,103.0992,0.0,197.1331,384.7132,Medium_Risk,300.2324,103.0992,0.0,197.1331,384.7132,0.0
5828,First_Time,10,679.83,67.983,0.3,0.3521,2024-01-31,2025-12-27,1,1.9138,5.2253,106.5699,52.0513,0.0,54.5186,106.3953,Medium_Risk,106.5699,52.0513,0.0,54.5186,106.3953,0.0
5829,First_Time,12,1403.43,116.9525,0.25,0.4289,2024-04-04,2025-12-29,1,1.7385,6.9024,242.1746,134.4976,0.0,107.6769,210.1358,High_Risk,242.1746,100.8732,32.7862,108.5151,211.7716,1.6358
5830,Repeat,9,2120.86,235.6511,0.3333,0.2388,2024-01-18,2025-12-30,19,1.9493,4.6169,326.395,95.8993,0.0,230.4957,449.8216,Low_Risk,326.395,95.8993,0.0,230.4957,449.8216,0.0
5831,Wholesale,5,893.29,178.658,0.2,0.0865,2024-07-19,2025-08-02,49,1.4483,3.4523,185.0326,20.0264,0.0,165.0062,322.0162,Low_Risk,185.0326,20.0264,0.0,165.0062,322.0162,0.0
5832,Repeat,11,757.81,68.8918,0.1818,0.268,2024-01-26,2025-06-16,19,1.9274,5.707,117.9503,43.7585,0.0,74.1919,144.7884,Medium_Risk,117.9503,43.7585,0.0,74.1919,144.7884,0.0
5833,Repeat,14,2280.06,162.8614,0.2857,0.2627,2024-04-13,2025-08-24,19,1.7139,8.1685,399.1016,131.9896,0.0,267.1119,521.2797,Medium_Risk,399.1016,131.9896,0.0,267.1119,521.2797,0.0
5834,Repeat,5,740.6,148.12,0.4,0.2854,2024-01-30,2025-04-04,19,1.9165,2.6089,115.9304,41.9531,0.0,73.9773,144.3696,Medium_Risk,115.9304,41.9531,0.0,73.9773,144.3696,0.0
5835,Repeat,12,1583.33,131.9442,0.4167,0.2459,2024-01-07,2025-12-15,19,1.9795,6.0622,239.9632,75.5595,0.0,164.4037,320.8405,Low_Risk,239.9632,75.5595,0.0,164.4037,320.8405,0.0
5836,Repeat,9,1551.31,172.3678,0.2222,0.3176,2024-02-28,2025-12-05,17,1.8371,4.899,253.3305,100.8685,0.0,152.462,297.5358,Medium_Risk,253.3305,100.8685,0.0,152.462,297.5358,0.0
5837,Repeat,6,600.34,100.0567,0.5,0.2384,2024-02-11,2025-10-06,17,1.8836,3.1853,95.6137,30.0068,0.0,65.607,128.0346,Low_Risk,95.6137,30.0068,0.0,65.607,128.0346,0.0
5838,Repeat,7,1616.04,230.8629,0.2857,0.3183,2024-03-03,2025-08-17,17,1.8261,3.8332,265.4836,104.0648,0.0,161.4188,315.0153,Medium_Risk,265.4836,104.0648,0.0,161.4188,315.0153,0.0
5839,Repeat,14,1283.93,91.7093,0.2857,0.2813,2024-02-22,2025-12-26,19,1.8535,7.5532,207.8089,77.7519,0.0,130.057,253.8115,Medium_Risk,207.8089,77.7519,0.0,130.057,253.8115,0.0
5840,Repeat,11,1311.44,119.2218,0.3636,0.2813,2024-01-05,2025-10-25,19,1.9849,5.5417,198.2083,72.0616,0.0,126.1468,246.1805,Medium_Risk,198.2083,72.0616,0.0,126.1468,246.1805,0.0
